calm	greet	6	Hello, dear. The kettle is on.
calm	greet	6	Oh, you came. I have tea ready.
calm	greet	6	There you are. Pull up a chair.
calm	greet	6	Welcome home. The garden missed you.
calm	greet	6	Hello, lovely. Sit by the warm window.
calm	greet	6	Oh good. I baked bread this morning.
calm	greet	6	You found me. Tea is steeping.
calm	greet	6	Hello, friend. I have a cup waiting.
calm	greet	6	Come in, please. Mind the basket.
calm	greet	6	There you are. The flowers opened today.
calm	greet	6	Welcome. I saved you a soft seat.
calm	greet	6	Hello, dear one. The fire is gentle.
calm	greet	6	Oh, you. I was just folding blankets.
calm	greet	6	Glad you came. The kitchen smells like bread.
calm	greet	6	Come sit. The sunlight is warm here.
calm	greet	6	Hello. The garden is in a kind mood.
calm	greet	6	Oh, lovely. I just put the kettle on.
calm	greet	6	There. Take a breath, take a cup.
calm	greet	6	Hello, friend. I tied a fresh ribbon.
calm	greet	6	You came. I made enough for everyone.
calm	greet	6	Welcome. Share the bench, it is warm.
calm	greet	6	Hello. The flowers are showing off today.
calm	greet	6	Oh good. I wanted company for tea.
calm	greet	6	Come in, kindly. Leave your boots there.
calm	greet	6	There you are, dear. Bread is cooling.
calm	greet	6	Hello. The blanket on the chair is yours.
calm	greet	6	Welcome back. Home is brighter with you.
calm	greet	6	Oh, hello. The garden gave us berries.
calm	greet	6	Glad you came. Let me pour a cup.
calm	greet	6	Hello, lovely. The little nest is full.
calm	greet	6	There you are. Sit, sit, it is warm.
calm	greet	6	Welcome. I have a basket of small things.
calm	greet	6	Oh, you came. Together we can sort herbs.
calm	greet	6	Hello, dear. The sunlight is lovely today.
calm	greet	6	Come in. I kept a soft cup for you.
calm	greet	6	Hello. The bread will be ready soon.
calm	greet	6	Oh good. Please, sit and rest a little.
calm	greet	6	Welcome back. I missed you, honestly.
calm	greet	6	Glad you came. The kettle was waiting.
calm	greet	6	Hello, friend. Share the warm corner with me.
calm	farewell	6	Bye for now. Mind the garden gate.
calm	farewell	6	Take care, dear. The path is gentle.
calm	farewell	6	Off I go. The kettle is empty.
calm	farewell	6	Goodbye, lovely. Eat the bread on the counter.
calm	farewell	6	See you soon. Wear something warm.
calm	farewell	6	Take care, friend. Walk softly.
calm	farewell	6	Off to the garden. Come find me later.
calm	farewell	6	Goodbye for now. Save me a cup.
calm	farewell	6	Bye, dear one. The flowers will keep.
calm	farewell	6	Take care. The sunlight is yours today.
calm	farewell	6	Off I wander. Mind the loose stone.
calm	farewell	6	Goodbye. Share the bread if you like.
calm	farewell	6	See you later. Keep the blanket close.
calm	farewell	6	Bye, friend. Walk home gently.
